2, 12492.jpg,1,129,279,41,90,-1,-1,-1,-1
2, 12492.jpg,2,733,352,47,87,-1,-1,-1,-1
2, 12492.jpg,3,415,412,74,104,-1,-1,-1,-1
2, 12492.jpg,5,596,287,44,77,-1,-1,-1,-1
2, 12492.jpg,6,947,317,40,86,-1,-1,-1,-1
2, 12492.jpg,7,996,410,45,99,-1,-1,-1,-1
2, 12492.jpg,8,268,364,47,112,-1,-1,-1,-1
2, 12492.jpg,9,611,336,49,97,-1,-1,-1,-1
2, 12492.jpg,11,446,325,37,85,-1,-1,-1,-1
3, 12493.jpg,1,129,279,41,89,-1,-1,-1,-1
3, 12493.jpg,2,734,351,46,84,-1,-1,-1,-1
3, 12493.jpg,3,394,418,76,106,-1,-1,-1,-1
3, 12493.jpg,5,592,286,43,76,-1,-1,-1,-1
3, 12493.jpg,6,946,312,40,83,-1,-1,-1,-1
3, 12493.jpg,7,997,411,44,97,-1,-1,-1,-1
3, 12493.jpg,8,269,365,46,110,-1,-1,-1,-1
3, 12493.jpg,9,607,336,49,97,-1,-1,-1,-1
3, 12493.jpg,11,445,324,38,86,-1,-1,-1,-1
4, 12494.jpg,1,128,279,41,90,-1,-1,-1,-1
4, 12494.jpg,2,735,351,44,83,-1,-1,-1,-1
4, 12494.jpg,3,401,413,75,106,-1,-1,-1,-1
4, 12494.jpg,5,589,285,44,77,-1,-1,-1,-1
4, 12494.jpg,6,947,310,39,84,-1,-1,-1,-1
4, 12494.jpg,7,996,411,44,97,-1,-1,-1,-1
4, 12494.jpg,8,269,364,47,111,-1,-1,-1,-1
4, 12494.jpg,9,604,335,50,98,-1,-1,-1,-1
4, 12494.jpg,11,445,324,38,86,-1,-1,-1,-1
4, 12494.jpg,13,970,358,41,103,-1,-1,-1,-1
4, 12494.jpg,14,743,387,37,101,-1,-1,-1,-1
5, 12495.jpg,1,128,279,41,90,-1,-1,-1,-1
5, 12495.jpg,2,735,352,42,80,-1,-1,-1,-1
5, 12495.jpg,3,399,412,75,108,-1,-1,-1,-1
5, 12495.jpg,5,587,285,44,76,-1,-1,-1,-1
5, 12495.jpg,6,947,312,38,81,-1,-1,-1,-1
5, 12495.jpg,7,996,412,45,97,-1,-1,-1,-1
5, 12495.jpg,8,269,365,47,110,-1,-1,-1,-1
5, 12495.jpg,9,602,334,50,98,-1,-1,-1,-1
5, 12495.jpg,11,445,324,37,86,-1,-1,-1,-1
5, 12495.jpg,13,976,353,42,107,-1,-1,-1,-1
5, 12495.jpg,14,743,387,36,99,-1,-1,-1,-1
5, 12495.jpg,15,739,311,28,71,-1,-1,-1,-1
6, 12496.jpg,1,126,281,41,89,-1,-1,-1,-1
6, 12496.jpg,2,735,352,40,77,-1,-1,-1,-1
6, 12496.jpg,3,396,411,75,109,-1,-1,-1,-1
6, 12496.jpg,5,584,284,43,75,-1,-1,-1,-1
6, 12496.jpg,6,947,312,39,82,-1,-1,-1,-1
6, 12496.jpg,7,996,410,46,99,-1,-1,-1,-1
6, 12496.jpg,8,269,364,47,112,-1,-1,-1,-1
6, 12496.jpg,9,601,334,51,99,-1,-1,-1,-1
6, 12496.jpg,11,444,324,38,86,-1,-1,-1,-1
6, 12496.jpg,13,979,352,43,106,-1,-1,-1,-1
6, 12496.jpg,14,742,386,37,103,-1,-1,-1,-1
6, 12496.jpg,15,739,311,28,72,-1,-1,-1,-1
6, 12496.jpg,16,352,433,58,109,-1,-1,-1,-1
7, 12497.jpg,1,125,281,40,89,-1,-1,-1,-1
7, 12497.jpg,2,734,350,40,77,-1,-1,-1,-1
7, 12497.jpg,3,392,410,72,106,-1,-1,-1,-1
