2, 19642.jpg,1,1096,531,85,126,-1,-1,-1,-1
2, 19642.jpg,2,1347,797,75,208,-1,-1,-1,-1
2, 19642.jpg,3,1162,442,72,127,-1,-1,-1,-1
2, 19642.jpg,4,1042,479,46,174,-1,-1,-1,-1
2, 19642.jpg,5,684,534,52,117,-1,-1,-1,-1
2, 19642.jpg,6,1262,611,75,147,-1,-1,-1,-1
2, 19642.jpg,7,1167,707,123,185,-1,-1,-1,-1
2, 19642.jpg,8,1488,566,58,132,-1,-1,-1,-1
2, 19642.jpg,9,565,611,89,120,-1,-1,-1,-1
2, 19642.jpg,10,961,652,100,154,-1,-1,-1,-1
2, 19642.jpg,11,680,658,65,148,-1,-1,-1,-1
3, 19643.jpg,1,1094,532,82,122,-1,-1,-1,-1
3, 19643.jpg,2,1348,796,76,210,-1,-1,-1,-1
3, 19643.jpg,3,1162,436,77,136,-1,-1,-1,-1
3, 19643.jpg,4,1047,489,45,174,-1,-1,-1,-1
3, 19643.jpg,5,690,530,53,120,-1,-1,-1,-1
3, 19643.jpg,6,1263,608,76,150,-1,-1,-1,-1
3, 19643.jpg,7,1166,698,126,192,-1,-1,-1,-1
3, 19643.jpg,8,1491,564,58,134,-1,-1,-1,-1
3, 19643.jpg,9,576,609,88,119,-1,-1,-1,-1
3, 19643.jpg,10,961,645,100,156,-1,-1,-1,-1
3, 19643.jpg,11,683,659,61,139,-1,-1,-1,-1
3, 19643.jpg,12,1141,568,78,132,-1,-1,-1,-1
4, 19644.jpg,1,1114,540,75,110,-1,-1,-1,-1
4, 19644.jpg,3,1160,429,80,143,-1,-1,-1,-1
4, 19644.jpg,4,1060,512,43,165,-1,-1,-1,-1
4, 19644.jpg,5,700,526,52,117,-1,-1,-1,-1
4, 19644.jpg,6,1266,603,77,152,-1,-1,-1,-1
4, 19644.jpg,7,1168,692,124,192,-1,-1,-1,-1
4, 19644.jpg,8,1494,561,59,135,-1,-1,-1,-1
4, 19644.jpg,9,587,608,91,124,-1,-1,-1,-1
4, 19644.jpg,10,960,642,98,155,-1,-1,-1,-1
4, 19644.jpg,11,686,656,60,135,-1,-1,-1,-1
4, 19644.jpg,12,1151,578,79,135,-1,-1,-1,-1
5, 19645.jpg,1,1092,534,86,128,-1,-1,-1,-1
5, 19645.jpg,3,1160,424,81,148,-1,-1,-1,-1
5, 19645.jpg,4,1065,505,46,174,-1,-1,-1,-1
5, 19645.jpg,5,708,525,51,114,-1,-1,-1,-1
5, 19645.jpg,6,1269,603,75,148,-1,-1,-1,-1
5, 19645.jpg,7,1171,685,121,191,-1,-1,-1,-1
5, 19645.jpg,8,1498,557,59,136,-1,-1,-1,-1
5, 19645.jpg,9,601,606,91,126,-1,-1,-1,-1
5, 19645.jpg,10,960,642,94,149,-1,-1,-1,-1
5, 19645.jpg,11,690,655,61,132,-1,-1,-1,-1
5, 19645.jpg,12,1160,584,80,139,-1,-1,-1,-1
6, 19646.jpg,1,1111,536,81,122,-1,-1,-1,-1
6, 19646.jpg,3,1160,412,86,161,-1,-1,-1,-1
6, 19646.jpg,4,1066,492,49,186,-1,-1,-1,-1
6, 19646.jpg,5,714,523,50,116,-1,-1,-1,-1
6, 19646.jpg,6,1272,604,73,144,-1,-1,-1,-1
6, 19646.jpg,7,1172,680,119,194,-1,-1,-1,-1
6, 19646.jpg,8,1504,556,60,136,-1,-1,-1,-1
6, 19646.jpg,9,614,606,90,127,-1,-1,-1,-1
6, 19646.jpg,10,959,643,89,142,-1,-1,-1,-1
6, 19646.jpg,11,694,653,62,133,-1,-1,-1,-1
6, 19646.jpg,12,1164,582,84,148,-1,-1,-1,-1
7, 19647.jpg,1,1121,532,81,124,-1,-1,-1,-1
7, 19647.jpg,3,1161,416,87,163,-1,-1,-1,-1
7, 19647.jpg,4,1071,489,48,183,-1,-1,-1,-1
7, 19647.jpg,5,724,522,49,111,-1,-1,-1,-1
7, 19647.jpg,6,1274,603,73,145,-1,-1,-1,-1
7, 19647.jpg,7,1172,674,119,197,-1,-1,-1,-1
7, 19647.jpg,8,1508,554,61,138,-1,-1,-1,-1
7, 19647.jpg,9,628,603,88,128,-1,-1,-1,-1
7, 19647.jpg,10,953,644,87,135,-1,-1,-1,-1
7, 19647.jpg,11,702,656,59,125,-1,-1,-1,-1
7, 19647.jpg,12,1167,579,87,155,-1,-1,-1,-1
8, 19648.jpg,1,1124,530,80,126,-1,-1,-1,-1
